Emissor;CNPJ;Número de emissão;Serie;Codigo;Setor;Agente Fiduciário;Líder;Banco Mandatário;Incentivada|Lei 12.431;Volume;Data de emissão;Vencimento/Repactuação;Referência|NTN-B;Remuneração;Amortização;Espécie;Tipo de Debênture;Índice de correção
Localiza Fleet S/A;2286479000108;6;uni;TFLE16;Locadora de automóveis;Pentagono SA Dtvm;Banco Votorantim SA;Banco Bradesco SA;Não;400000000;2018-12-21;2024-02-21;-;Pagamento semestral, nos dias 21-Jun e 21-Dez. Primeiro em 21-Jun-2019 e último no vencimento.;Integral na data do vencimento.;Quirografária;DI Percentual;110,40% do DI
Locamerica;10215988000160;13;2;LCAMB3;Locadora de automóveis;Vortx DTVM Ltda;Banco BTG Pactual SA;Itau Unibanco SA;Não;250000000;2017-08-28;2022-08-28;-;Pagamento semestral nos meses de Fev e Ago. Primeiro em 28-Fev-2018.;2 parcelas iguais em 28-Ago-2021 e no vencimento.;Quirografária;DI Spread;DI + 1,4%
Locamerica;10215988000160;15;1;LCAMA5;Locadora de automóveis;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Não;411400000;2018-02-19;2023-02-19;-;Pagamento semestral, nos dias 19-ago e 19-fev. Primeiro em 19-ago-2018 e última no vencimento;Pagamento anual, nos dias 19-fev. Primeiro em 19-fev-2021 e última no vencimento;Quirografária;DI Spread;DI + 1,4%
Locamerica;10215988000160;15;2;LCAMB5;Locadora de automóveis;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Não;88600000;2018-02-19;2021-02-19;-;Pagamento semestral. nos dias 19-Ago e 19- Fev. Primeiro em 19-Ago-2018;Integral na data do Vencimento;Quirografária;DI Spread;DI + 1,15%
Lojas Americ;33014556000196;8;3;LAME38;Loja de departamentos;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;200000000;2013-07-15;2021-07-15;2021-05-15;Pagamento anual, nos dias 15-Jul. Primeiro em 15-Jul-2014 e último no vencimento.;3 parcelas : 33,33% em 15-Jul-2019, 33,33% em 15-Jul-2020 e 33,34% no vencimento.;Quirografária;IPCA Spread;IPCA + 6,39%
Lojas Americ;33014556000196;9;1;LAME19;Loja de departamentos;Pentagono SA Dtvm;BB Banco de Investimento SA;Banco Bradesco SA;Não;700000000;2014-06-25;2024-06-25;-;Pagamento semestral nos dias 25-06 e 25-dez. Primeiro em 25-dez-2014 e ultima no vencimento;4 parcelas anuais, primeiro em 25-06-2018 e ultima no vencimento;Quirografária;DI Percentual;117,5% do DI
Lojas Americ;33014556000196;9;2;LAME29;Loja de departamentos;Pentagono SA Dtvm;BB Banco de Investimento SA;Banco Bradesco SA;Não;250000000;2014-06-25;2021-06-25;-;Pagamento anual, nos dias 25-Jun. Primeiro em 25-Jun-2015 e último no vencimento.;4 parcelas iguais em 25-Jun-2018, 25-Jun-2019, 25-Jun-2020 e 25-Jun-2021.;Quirografária;DI Percentual;113% do DI
Lojas Americ;33014556000196;11;1;LAMEA1;Loja de departamentos;Pentagono SA Dtvm;Banco Santander Brasil SA;Banco Bradesco SA;Não;1263350000;2017-04-15;2022-04-15;-;Pagamento Semestral. nos dias 15-Out e 15-Abr. Primeiro em 15-Out-2017;2 parcelas: 50% em 15-Abr-2021 e 50% no vencimento;Quirografária;DI Percentual;115% do DI
Lojas Americ;33014556000196;11;2;LAMEB1;Loja de departamentos;Pentagono SA Dtvm;Banco Santander Brasil SA;Banco Bradesco SA;Não;236650000;2017-04-15;2024-04-15;2023-05-15;Pagamento Anual. Primeiro em 15-Abr-2018;2 parcelas: 50% em 15-Abr-2023 e 50% no vencimento;Quirografária;IPCA Spread;IPCA + 7,0972%
Lojas Americ;33014556000196;12;uni;LAMEA2;Loja de departamentos;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;1000000000;2018-04-20;2023-04-20;-;Pagamento semestral, nos dias 20-out e 20-abr. Primeiro em 20-out-2018 e última no vencimento;Integral na data do vencimento;Quirografária;DI Percentual;116% do DI
Lojas Americ;33014556000196;13;uni;LAMEA3;Loja de departamentos;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;1000000000;2019-01-10;2026-01-10;-;Pagamento semestral. nos dias 10-jul e 10-jan. Primeiro no dia 10-jul-2019 e último no vencimento;Integral na data do vencimento;Quirografária;DI Percentual;116,70% do DI
Lojas Americ;33014556000196;14;uni;LAMEA4;Loja de departamentos;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;500000000;2020-05-18;2023-05-18;-;Pagamento Semestral, nos dias 18-nov e 18-mai Primeiro em 18-mai-2020;Integral na data do vencimento;Quirografária;DI Spread;DI + 3,00%
Lojas Americ;33014556000196;15;uni;LAMEA5;Loja de departamentos;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;500000000;2020-06-02;2023-06-02;-;Pagamento Semestral, nos dias 02-dez e 02-jun Primeiro em 02-jun-2020;Integral na data do vencimento;Quirografária;DI Spread;DI + 3,00%
Lojas Renner;92754738000162;9;uni;LRNE19;Loja de roupas;Gdc Partners Serv Fiduciarios Dtvm Ltda;BB Banco de Investimento SA;Banco Bradesco SA;Não;400000000;2019-04-10;2022-10-10;-;Pagamento semestral, nos dias 10-Abr e 10-Out. Primeiro em 10-Abr-2019;Integral na data do vencimento;Quirografária;DI Percentual;103,90% do DI
Maestroloc;8795211000170;2;uni;MSRO12;Locadora de automóveis;Planner Trustee DTVM Ltda;Banco BTG Pactual SA;Banco Bradesco SA;Não;80000000;2018-05-04;2022-05-10;-;Pagemento mensal, nos dias 10 de cada mês, primeiro em 10-jun-2018;Pagemento mensal, nos dias 10 de cada mês, primeiro em 10-jun-2018;Garantia Real;DI Spread;DI + 4,50%
Maestroloc;8795211000170;3;uni;MSRO13;Locadora de automóveis;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;62000000;2018-11-13;2022-11-13;-;Pagemento mensal, nos dias 10 de cada mês, primeiro em 10-dez-2018;Pagemento mensal, nos dias 10 de cada mês, primeiro em 10-dez-2018;Garantia Real;DI Spread;DI + 5,00%
Mata de Santa Genebra Transmissão SA;19699063000106;2;uni;MSGT12;Geração, transmissão e distribuição de energia elétrica;Simplific Pavarini DTVM Ltda;Banco BTG Pactual SA;Oliveira Trust DTVM SA;Sim;210000000;2019-04-15;2030-11-15;2026-08-15;Pagamento semestral. nos dias 15-mai e 15-nov. Primeiro em 15-mai-2020;Pagamento semestral. nos dias 15-mai e 15-nov. Primeiro em 15-nov-2020;Garantia Real;IPCA Spread;IPCA + 4,95%
Matrincha Trans de Energia Tp Norte S/A;15286382000139;2;uni;TPNO12;Geração, transmissão e distribuição de energia elétrica;Planner Trustee DTVM Ltda;Banco Santander Brasil SA;Banco Bradesco SA;Sim;180000000;2016-05-15;2029-06-15;2024-08-15;Pagamento semestral. 15 de jun e 15 de Dez. primeiro em 15/06/2019;Semestra, primeira em 15/06/2019;Garantia Real;IPCA Spread;IPCA + 7,5826%
Mills;27093558000115;2;2;MILS22;Serviços de engenharia e arquitetura;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Não;109060000;2012-08-15;2020-08-15;2020-08-15;Pagamento anual, nos dias 15-Ago. Primeiro em 15-Ago-2013 e último no vencimento.;3 parcelas : 33,33% em 15-Ago-2018, 33,33% em 15-Ago-2019 e saldo no vencimento.;Quirografária;IPCA Spread;IPCA + 7%
Minerva;67620377000114;6;1;MNRV16;Abatedouros;Oliveira Trust Dtvm SA;Banco BTG Pactual SA;Banco Bradesco SA;Não;400000000;2019-05-15;2022-05-15;-;Pagamento Semestral. nos dias 15-nov e 15-mai. Primeiro em 15-nov-2019;Integral na data do vencimento;Quirografária;DI Spread;DI + 1,80%
Movida;21314559000166;1;1;MOVI11;Locadora de automóveis;Pentagono SA Dtvm;XP Investimentos CCTVM SA;Banco Bradesco SA;Não;150000000;2017-07-15;2020-07-15;-;Pagamento semestral, nos dias 15-Jan e 15-Jul. Primeiro em 15-Jan-18.;2 parcelas iguas em 15-Jul-2019 e no vencimento.;Quirografária;DI Spread;DI + 1,55%
Movida;21314559000166;1;2;MOVI21;Locadora de automóveis;Pentagono SA Dtvm;XP Investimentos CCTVM SA;Banco Bradesco SA;Não;250000000;2017-07-15;2022-07-15;-;Pagamento semestral, nos dias 15-Jan e 15-Jul. Primeiro em 15-Jan-18.;2 parcelas iguas em 15-Jul-2021 e no vencimento.;Quirografária;DI Spread;DI + 2,70%
Movida;21314559000166;2;1;MOVI12;Locadora de automóveis;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;138250000;2018-06-07;2021-06-07;-;Pagamento Semestral, nos dias 07-Dez e 07-Jun. Primeiro em 07-Dez-2018 e última no vencimento;Integral na data do Vencimento;Quirografária;DI Spread;DI + 1,6%
Movida;21314559000166;2;2;MOVI22;Locadora de automóveis;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;181500000;2018-06-07;2023-06-07;-;Pagamento semestral, nos dias 07-Dez e 07-jun. Primeiro em 07-Dez-2018 e última no vencimento;2 parcelas iguais em 07-jun-2022 e no vencimento;Quirografária;DI Spread;DI + 2,2%
Movida;21314559000166;2;3;MOVI32;Locadora de automóveis;Pentagono SA Dtvm;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;130250000;2018-06-07;2023-06-07;-;Pagamento semestral, nos dias 07-jun e 07-dez. Primeiro em 07-jun-2018 e última no vencimento;4 parcelas iguais nos dias 07-jun-2020, 07-jun-2021, 07-jun-2022, 07-jun-2023;Quirografária;DI Spread;DI + 2%
Movida;21314559000166;3;1;MOVI13;Locadora de automóveis;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Unibanco SA;Não;214478000;2018-12-07;2024-06-07;-;Pagamento semestral. nos dias 07-jun e 07-dez. Primeiro em 07-jun-2019 e última no vencimento;3 Parcelas: 33,33 % em 07-jun-2022, 33,33% em 07-jun-2023 e saldo no vencimento;Quirografária;DI Spread;DI + 1,85%
Movida;21314559000166;3;2;MOVI23;Locadora de automóveis;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Unibanco SA;Não;138112000;2018-12-07;2024-06-07;-;Pagamento semestral. nos dias 07-jun e 07-dez. primeiro em 07-jun-2019 e última no vencimento;Pagamento anual no dia 07-jun, primeiro em 07-jun-2022 e última no vencimento;Quirografária;DI Spread;DI + 2,05%
Movida;21314559000166;3;3;MOVI33;Locadora de automóveis;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Unibanco SA;Não;247410000;2018-12-07;2024-06-07;-;Pagamento semestral. nos dias 07-jun e 07-des. Primeiro em 07-jun-2019 e última no vencimento;3 Parcelas: 33,33% em 07-jun-2022, 33,33% em 07-jun-2023 e saldo no vencimento;Quirografária;DI Spread;DI + 2,05%
Movida;21314559000166;4;2;MOVI24;Locadora de automóveis;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Não;166450000;2019-06-27;2024-07-27;-;Pagamento Semestral. nos dias 27-jan e 27-jul. Primeiro em 27-jan-2020;2 Parcelas: 50% em 27-jul-2023 e 50% em 27-jul-2024;Quirografária;DI Spread;DI + 1,60%
Movida;21314559000166;4;3;MOVI34;Locadora de automóveis;Pentagono SA Dtvm;Banco Itau BBA SA;Itau Unibanco SA;Não;283550000;2019-06-27;2027-07-27;-;Pagamento Semestral. nos dias 27-jan e 27-jul. Primeiro em 27-jan-2020;3 parcelas : 33,33% em 27-jul-2025, 33,33% em  27-jul-2026 e 33,34% em 27-jul-2027.;Quirografária;DI Spread;DI + 2,05%
Mrs Logist;1417222000177;7;1;MRSL17;Transporte ferroviário;Pentagono SA Dtvm;Banco Santander Brasil SA;Itau Unibanco SA;Sim;336340000;2015-02-15;2022-02-15;2021-05-15;Pagamento anual, nos dias 15-Fev. Primeiro em 15-Fev-2016 e último no vencimento.;2 parcelas em 15-Fev-2021 e no vencimento.;Quirografária;IPCA Spread;IPCA + 5,9828%
Mrs Logist;1417222000177;7;2;MRSL27;Transporte ferroviário;Pentagono SA Dtvm;Banco Santander Brasil SA;Itau Unibanco SA;Sim;214386000;2015-02-15;2025-02-15;2024-08-15;Pagamento anual, nos dias 15-Fev. Primeiro em 15-Fev-2016 e último no vencimento.;3 parcelas : 33,3333% em 15-Fev-2023, 33,3333% em 15-Fev-2024 e saldo em 15-Fev-2025.;Quirografária;IPCA Spread;IPCA + 6,4277%
Mrs Logist;1417222000177;8;2;MRSL28;Transporte ferroviário;Pentagono SA Dtvm;Banco Santander Brasil SA;Itau Unibanco SA;Não;217960000;2017-12-13;2022-12-13;-;Pagamento semestral, nos dias 13-Dez e 13-Jun. Primeiro em 13-Dez-2018 e último no vencimento.;2 parcelas iguais em 13-Dez-2021 e no vencimento.;Quirografária;DI Percentual;108,30% do DI
Mrs Logist;1417222000177;8;3;MRSL38;Transporte ferroviário;Pentagono SA Dtvm;Banco Santander Brasil SA;Itau Unibanco SA;Não;182040000;2017-12-13;2022-12-13;-;Pagamento semestral, nos dias 13-Dez e 13-Jun. Primeiro em 13-Dez-2018 e último no vencimento.;3 parcelas : 33,3333% em 13-Dez-2020, 33,3333% em 13-Dez-2021 e 33,3334% em 13-Dez-2022.;Quirografária;DI Percentual;109,50% do DI
Mrs Logist;1417222000177;9;1;MRSL19;Transporte ferroviário;Pentagono SA Dtvm;Banco Santander Brasil SA;Banco Bradesco SA;Sim;367150000;2019-04-15;2024-04-15;2024-08-15;Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Out-2019 e último no vencimento.;Integral na data do vencimento.;Quirografária;IPCA Spread;IPCA + 4,0950%
MRV;8343492000120;9;2;MRVE29;Construção de edifícios residenciais;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;497270000;2017-02-15;2022-02-15;-;Pagamento semestral, nos dias 15-Ago e 15-Fev. Primeiro em 15-Ago-2017 e último no vencimento.;Pagamento semestral, nos dias 15-Fev e 15-Ago. Primeiro em 15-Fev-2020 e último em 15-Fev-2022.;Quirografária;DI Spread;DI + 2,3%
MRV;8343492000120;9;3;MRVE39;Construção de edifícios residenciais;Pentagono SA Dtvm;Banco BTG Pactual SA;Banco Bradesco SA;Não;80000000;2017-02-15;2022-02-15;2022-08-15;Pagamento semestral, nos dias 15-Ago e 15-Fev. Primeiro em 15-Ago-2017 e último no vencimento.;Integral na data do vencimento.;Quirografária;IPCA Spread;IPCA + 8,2502%
MRV;8343492000120;11;1;MRVEA1;Construção de edifícios residenciais;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;364500000;2017-09-15;2020-09-15;-;Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Mar-2018.;Integral na data do vencimento.;Quirografária;DI Spread;DI + 1%
MRV;8343492000120;11;2;MRVEB1;Construção de edifícios residenciais;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;214300000;2017-09-15;2022-09-15;-;Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Mar-2018.;2 parcelas iguas em 15-Set-2021 e no vencimento.;Quirografária;DI Spread;DI + 1,5%
MRV;8343492000120;11;3;MRVEC1;Construção de edifícios residenciais;Pentagono SA Dtvm;Banco Itau BBA SA;Banco Bradesco SA;Não;121200000;2017-09-15;2024-09-15;2024-08-15;Pagamento anual. Primeiro em 15-set-2018 e última no vencimento;2 Parcelas iguais. 50% em 15-Set-2023 e 50% no vencimento;Quirografária;IPCA Spread;IPCA + 6,4483%
MRV;8343492000120;12;1;MRVEA2;Construção de edifícios residenciais;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Banco Bradesco SA;Não;298700000;2018-07-05;2023-07-05;-;Pagamento semestral, nos dias 05-Jan e 05-Jul. Primeiro em 05-Jan-2019 e última no vencimento;Integral na data do vencimento;Quirografária;DI Spread;DI + 1,4%
MRV;8343492000120;12;3;MRVEC2;Construção de edifícios residenciais;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Banco Bradesco SA;Não;109130000;2018-07-05;2023-07-05;-;Pagamento semestral, nos dias 05-Jan e 05-Jul. Primeiro no dia 05-Jan-2019 e última no vencimento;Integral na data do vencimento;Quirografária;DI Spread;DI + 1,5
MRV;8343492000120;12;4;MRVED2;Construção de edifícios residenciais;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Banco Bradesco SA;Não;83070000;2018-07-05;2023-07-05;-;Pagamento semestral, nos dias 05-Jan e 05-Jul. Primeiro em 05-Jan-2019 e última no vencimento;Integral na data do vencimento;Quirografária;DI Spread;DI + 1,5%
Multiplan;7816890000153;3;uni;MULP13;Locadora de imóveis;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Itau Cv SA;Não;400000000;2014-10-15;2020-10-15;-;Pagamento semestral, nos dias 15-Abr e 15-Out. Primeiro em 15-Abr-2015 e último no vencimento.;2 parcelas em 15-Out-2019 e no vencimento.;Quirografária;DI Spread;DI + 0,87%
Multiplan;7816890000153;6;uni;MULP16;Locadora de imóveis;Oliveira Trust Dtvm SA;Banco BTG Pactual SA;Itau Unibanco SA;Não;300000000;2018-05-10;2024-05-10;-;Pagamento semestral, nos dias 10-nov e 10-mai. Primeiro no dia 10-Nov-2018 e última no vencimento;Integral na data do vencimento;Quirografária;DI Percentual;107,25% do DI
Multiplan;7816890000153;7;uni;MULP17;Locadora de imóveis;Oliveira Trust Dtvm SA;Banco BTG Pactual SA;Itau Unibanco SA;Não;350000000;2019-04-25;2026-04-25;-;Pagamento semestral, nos dias 25-Abr e 25-Out. Primeiro em 25-Out-2019 e último no vencimento.;2 parcelas iguais em 25-Abr-2025 e no vencimento.;Quirografária;DI Percentual;106% do DI
Nascentes do Xingu Part e Adm S/A;16575828000108;3;Uni;NASX13;Água, esgoto e outros sistemas;Pentagono SA Dtvm;XP Investimentos CCTVM SA;Itau Unibanco SA;Sim;155000000;2017-07-15;2024-08-15;2024-08-15;Pagamento semestral. nos dias 15-Fev e 15-Ago. Primeiro em 15-Fev-2018 e última no vencimento;2 parcelas iguais. Em 15-Ago-2023 e no vencimento;Quirografária;IPCA Spread;IPCA + 6,1651%
Ncf Participações S/A;4233319000118;3;uni;NCFP13;Administração de empresas e empreendimentos;Oliveira Trust Dtvm SA;Banco Bradesco Bbi SA;Banco Bradesco SA;Não;5600000000;2016-10-11;2020-12-23;-;Pagamento anual. primeiro em 23/12/2016;Pagamento integral na data do vencimento.;Garantia Real;DI Percentual;112% do DI
Neoenergia;1083200000118;6;1;NEOE16;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;BB Banco de Investimento SA;Banco Bradesco SA;Sim;802746000;2019-06-15;2029-06-15;2028-08-15;Pagamento anual em 15-jun. Primeiro em 15-jun-2020 e última no vencimento;2 Parcelas: 50% em 15-jun-2028 e 50% no vencimento;Quirografária;IPCA Spread;IPCA + 4,07%
Neoenergia;1083200000118;6;2;NEOE26;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;BB Banco de Investimento SA;Banco Bradesco SA;Sim;491703000;2019-06-15;2033-06-15;2028-08-15;Pagamento anual no dia 15-jun. Primeiro em 15-jun-2020 e última no vencimento;Pagamento anual no dia 15-jun. Primeiro em 15-jun-2023 e última no vencimento;Quirografária;IPCA Spread;IPCA  + 4,22%
Norte Brasil Transm de Energia S/A;9625321000156;1;1;NRTB11;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Unibanco SA;Sim;100000000;2013-09-15;2026-09-15;2023-05-15;Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Mar-2014 e último no vencimento.;Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Set-2017 e último em 15-Set-2026.;Garantia Real;IPCA Spread;IPCA + 7,15%
Norte Brasil Transm de Energia S/A;9625321000156;1;2;NRTB21;Geração, transmissão e distribuição de energia elétrica;Pentagono SA Dtvm;Banco BTG Pactual SA;Itau Unibanco SA;Sim;100000000;2013-09-15;2026-09-15;2023-05-15;Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Set-2016 e último no vencimento.;Pagamento semestral, nos dias 15-Mar e 15-Set. Primeiro em 15-Set-2017 e último em 15-Set-2026.;Garantia Real;IPCA Spread;IPCA + 7,15%
Nova Transportadora do Sudeste S/A - Nts;4992714000184;2;1;NTSD12;Transporte de gás natural por tubos;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Banco Bradesco SA;Não;5200000000;2018-04-25;2023-04-25;-;Pagamento Semestral. nos dias 25-abr e 25-out. Primeiro em 25-out-2018;Integral na data do vencimento;Quirografária;DI Percentual;109,00% do DI
Odebrecht Transport S/A;12251483000186;1;uni;ODTR11;Administração de empresas e empreendimentos;Oliveira Trust Dtvm SA;Itau Unibanco SA;Itau Cv SA;Sim;300000000;2013-10-15;2025-10-15;2024-08-15;Pagamento anual, nos dias 15-Out. Primeiro em 15-Out-2014 e último no vencimento.;Integral na data do vencimento.;Garantia Real;IPCA Spread;IPCA + 6,7%
Odoya Transmissora de Energia S/A;-;1;uni;ODYA11;Geração, transmissão e distribuição de energia elétrica;Oliveira Trust Dtvm SA;Banco Itau BBA SA;Itau Unibanco SA;Sim;74000000;2017-11-15;2031-09-15;2026-08-15;Pagamento semestral, nos dias 15-Set e 15-Mar. Primeiro em 15-Set-2018 e última no vencimento;Pagamento semestral, nos dias 15-Set e 15-Mar. Primeiro em 15-Set-2019 e última no vencimento;Garantia Real;IPCA Spread;IPCA + 6,7968%
Omega Energia e Implantação 2 S/A;14797436000168;2;uni;OMNG12;Geração, transmissão e distribuição de energia elétrica;Planner Trustee DTVM Ltda;XP Investimentos CCTVM SA;Banco Citibank SA;Sim;220000000;2017-10-15;2029-12-15;2026-08-15;Pagamento semestral, nos dias 15-Jun e 15-Dez. Primeiro em 15-Dez-2018 e último no vencimento.;Pagamento em 23 parcelas semestrais. Primeira em 15-Dez-2018 e última no vencimento.;Garantia Real;IPCA Spread;IPCA + 7,1096%
Omega Ger;9149503000106;1;1;OMGE11;Administração de empresas e empreendimentos;Oliveira Trust Dtvm SA;Banco BTG Pactual SA;Oliveira Trust DTVM SA;Não;308600000;2019-05-15;2024-05-15;-;Pagamento semestral, nos dias 15-Mai e 15-Nov. Primeiro em 15-Nov-2019 e último no vencimento.;2 parcelas: 45% em 15-Mai-2023 e 55% no vencimento.;Quirografária;DI Spread;DI + 1,20%
Omega Ger;9149503000106;1;2;OMGE21;Administração de empresas e empreendimentos;Oliveira Trust Dtvm SA;Banco BTG Pactual SA;Oliveira Trust DTVM SA;Não;168000000;2019-05-15;2026-05-15;-;Pagamento semestral, nos dias 15-Mai e 15-Nov. Primeiro em 15-Nov-2019 e último no vencimento.;2 Parcelas: 40% em 15-Mai-2025 e 60% no vencimento.;Quirografária;DI Spread;DI + 1,30%
